GEO.id,GEO.id2,GEO.display-label,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115,HC01_VC128,HC02_VC128,HC03_VC128,HC04_VC128,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC139,HC02_VC139,HC03_VC139,HC04_VC139,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC144,HC02_VC144,HC03_VC144,HC04_VC144,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC152,HC02_VC152,HC03_VC152,HC04_VC152,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC158,HC02_VC158,HC03_VC158,HC04_VC158,HC01_VC159,HC02_VC159,HC03_VC159,HC04_VC159,HC01_VC160,HC02_VC160,HC03_VC160,HC04_VC160,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC170,HC02_VC170,HC03_VC170,HC04_VC170,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173
1600000US3333620,3333620,"Hancock CDP, New Hampshire",136,48,63.6,12.7,136,48,63.6,12.7,3,5,1.4,2.4,60,26,48.4,17.4,60,26,48.4,17.4,57,25,46.0,17.0,72,21,65.5,15.4,81838,14494,(X),(X),46,22,41.8,14.2,17113,4945,(X),(X),32,21,29.1,16.7,15484,3720,(X),(X),0,85,0.0,23.6,-,**,(X),(X),3,5,2.7,4.2,1467,51,(X),(X),35021,7243,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,33.3,(X),(X),0.0,47.5,(X),(X),-,**,(X),(X),0.0,37.7,(X),(X),0.0,59.4,(X),(X),-,**,(X),(X),0.0,100.0,(X),(X),0.0,100.0,(X),(X),-,**,(X),(X),0.0,38.1,(X),(X),0.0,38.1,(X),(X),0.0,38.1,(X),(X),1.5,2.5,(X),(X),4.3,6.5
1600000US3333780,3333780,"Hanover CDP, New Hampshire",3208,337,41.3,4.1,3206,336,41.3,4.1,128,134,1.6,1.7,1535,246,37.0,5.4,1535,246,37.0,5.4,1528,240,36.9,5.3,1365,172,72.2,6.5,110797,17562,(X),(X),583,100,30.8,4.5,15299,2074,(X),(X),323,95,17.1,4.9,38506,9209,(X),(X),28,31,1.5,1.6,12454,8401,(X),(X),14,22,0.7,1.1,31071,14,(X),(X),26400,3639,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),2.9,3.8,(X),(X),6.3,7.9,(X),(X),22.8,34.7,(X),(X),0.0,3.2,(X),(X),0.0,7.5,(X),(X),0.0,43.0,(X),(X),23.0,26.1,(X),(X),32.6,36.0,(X),(X),100.0,79.0,(X),(X),4.0,5.4,(X),(X),4.0,5.4,(X),(X),2.8,4.4,(X),(X),13.3,5.7,(X),(X),6.5,5.4
1600000US3335460,3335460,"Henniker CDP, New Hampshire",882,239,59.2,11.8,882,239,59.2,11.8,42,39,2.8,2.5,430,131,53.3,17.6,430,131,53.3,17.6,400,127,49.6,17.3,378,113,82.9,9.7,89481,18877,(X),(X),87,47,19.1,10.1,15797,3996,(X),(X),25,24,5.5,5.4,29108,14692,(X),(X),0,85,0.0,6.4,-,**,(X),(X),0,85,0.0,6.4,-,**,(X),(X),23322,5206,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,10.8,(X),(X),0.0,16.9,(X),(X),0.0,55.9,(X),(X),0.0,10.8,(X),(X),0.0,16.9,(X),(X),0.0,55.9,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),0.0,9.9,(X),(X),0.0,9.9,(X),(X),0.0,13.8,(X),(X),3.1,2.8,(X),(X),20.5,23.9
1600000US3336020,3336020,"Hillsborough CDP, New Hampshire",1226,294,60.0,10.4,1226,294,60.0,10.4,58,75,2.8,3.9,559,214,50.5,16.0,559,214,50.5,16.0,559,214,50.5,16.0,684,145,74.0,14.0,63067,18314,(X),(X),268,105,29.0,11.9,19862,3661,(X),(X),216,98,23.4,11.3,17581,9418,(X),(X),46,57,5.0,6.4,8063,98,(X),(X),58,60,6.3,6.8,3247,5670,(X),(X),20473,4450,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),6.8,10.7,(X),(X),11.1,18.6,(X),(X),0.0,53.8,(X),(X),12.1,17.3,(X),(X),30.3,39.5,(X),(X),0.0,53.8,(X),(X),0.0,16.7,(X),(X),0.0,20.4,(X),(X),-,**,(X),(X),9.4,16.9,(X),(X),9.8,17.6,(X),(X),12.2,22.2,(X),(X),14.7,9.8,(X),(X),7.6,9.2
1600000US3336580,3336580,"Hinsdale CDP, New Hampshire",770,225,53.8,12.5,770,225,53.8,12.5,88,75,6.2,5.0,295,101,41.8,12.3,295,101,41.8,12.3,270,96,38.3,11.5,440,118,59.1,12.9,61175,11394,(X),(X),403,124,54.1,13.5,17331,3171,(X),(X),206,104,27.7,12.0,11392,6763,(X),(X),85,76,11.4,9.7,12601,3222,(X),(X),48,37,6.4,4.9,1646,1365,(X),(X),24586,3435,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),3.5,5.4,(X),(X),0.0,17.4,(X),(X),0.0,41.1,(X),(X),4.4,6.8,(X),(X),0.0,21.6,(X),(X),0.0,59.4,(X),(X),0.0,34.6,(X),(X),0.0,95.0,(X),(X),0.0,95.0,(X),(X),0.0,13.0,(X),(X),0.0,13.0,(X),(X),0.0,20.2,(X),(X),7.5,7.0,(X),(X),10.5,10.6
1600000US3337220,3337220,"Hooksett CDP, New Hampshire",2510,300,70.7,5.0,2510,300,70.7,5.0,162,68,4.6,1.9,1323,193,66.0,6.7,1323,193,66.0,6.7,1202,191,59.9,7.2,1465,170,82.2,5.4,78001,7981,(X),(X),605,116,33.9,6.5,17814,2384,(X),(X),303,100,17.0,5.9,17794,4216,(X),(X),11,20,0.6,1.1,13300,8,(X),(X),57,44,3.2,2.5,3196,4232,(X),(X),33959,3505,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.7,2.0,(X),(X),2.7,4.4,(X),(X),0.0,25.7,(X),(X),1.9,2.3,(X),(X),3.5,5.7,(X),(X),0.0,25.7,(X),(X),0.0,25.7,(X),(X),0.0,41.6,(X),(X),-,**,(X),(X),8.4,12.6,(X),(X),6.7,10.3,(X),(X),5.1,7.9,(X),(X),4.5,2.7,(X),(X),4.8,5.9
1600000US3337860,3337860,"Hudson CDP, New Hampshire",4230,370,75.3,3.7,4185,367,74.5,3.8,422,150,7.5,2.7,1911,175,68.8,5.2,1911,175,68.8,5.2,1727,187,62.2,6.6,2354,182,81.7,3.8,74213,6239,(X),(X),881,141,30.6,4.5,17916,1227,(X),(X),485,138,16.8,4.7,9466,2077,(X),(X),72,54,2.5,1.9,8731,2381,(X),(X),86,76,3.0,2.7,5463,4767,(X),(X),29484,2327,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),3.4,2.7,(X),(X),5.3,4.8,(X),(X),0.0,15.1,(X),(X),0.7,1.2,(X),(X),1.6,2.9,(X),(X),0.0,15.1,(X),(X),16.3,14.9,(X),(X),18.4,19.7,(X),(X),-,**,(X),(X),10.6,9.7,(X),(X),10.6,9.7,(X),(X),8.7,8.3,(X),(X),4.7,2.2,(X),(X),4.8,3.7
1600000US3338420,3338420,"Jaffrey CDP, New Hampshire",1468,248,71.4,7.2,1468,248,71.4,7.2,83,63,4.0,3.1,779,142,68.8,8.9,779,142,68.8,8.9,735,150,64.9,9.6,977,163,80.4,7.1,54379,8785,(X),(X),328,111,27.0,8.4,16327,3000,(X),(X),144,65,11.9,5.2,17803,6783,(X),(X),38,42,3.1,3.4,10245,3640,(X),(X),24,32,2.0,2.6,2088,410,(X),(X),28342,3942,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.2,8.3,(X),(X),14.0,20.6,(X),(X),18.6,32.7,(X),(X),0.0,6.0,(X),(X),0.0,15.6,(X),(X),0.0,27.5,(X),(X),38.8,54.8,(X),(X),55.0,55.0,(X),(X),50.0,50.0,(X),(X),10.8,16.8,(X),(X),10.8,16.8,(X),(X),4.7,9.5,(X),(X),9.4,4.9,(X),(X),10.5,10.2
1600000US3339300,3339300,"Keene city, New Hampshire",13411,433,66.0,2.2,13356,452,65.7,2.2,1501,327,7.4,1.6,6809,394,61.9,2.7,6809,394,61.9,2.7,6014,354,54.7,3.1,7020,407,77.8,2.2,65657,4137,(X),(X),2897,232,32.1,2.2,16129,932,(X),(X),1711,205,19.0,2.2,17316,2741,(X),(X),462,130,5.1,1.4,7684,1455,(X),(X),316,138,3.5,1.6,3838,1505,(X),(X),25631,1622,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),7.2,2.7,(X),(X),11.3,5.6,(X),(X),8.6,10.2,(X),(X),4.6,2.3,(X),(X),4.7,4.5,(X),(X),3.2,5.9,(X),(X),23.0,10.6,(X),(X),55.9,18.1,(X),(X),60.0,60.0,(X),(X),13.3,6.2,(X),(X),13.1,6.2,(X),(X),13.6,6.8,(X),(X),16.0,3.0,(X),(X),10.8,4.2
1600000US3340180,3340180,"Laconia city, New Hampshire",8720,407,65.6,3.2,8720,407,65.6,3.2,757,210,5.7,1.6,4550,267,63.8,3.8,4550,267,63.8,3.8,4270,291,59.9,4.1,5138,327,74.7,3.7,65192,4842,(X),(X),2281,257,33.2,3.5,15942,1075,(X),(X),1359,211,19.8,2.9,19324,3492,(X),(X),473,162,6.9,2.4,9515,1423,(X),(X),344,135,5.0,2.0,4169,1543,(X),(X),27711,1750,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8.3,3.2,(X),(X),11.6,6.0,(X),(X),6.3,9.9,(X),(X),2.7,1.8,(X),(X),0.0,2.8,(X),(X),0.0,16.4,(X),(X),17.5,8.6,(X),(X),26.4,13.7,(X),(X),14.1,22.0,(X),(X),14.2,8.2,(X),(X),14.2,8.2,(X),(X),15.2,9.1,(X),(X),11.2,2.5,(X),(X),7.9,3.8
1600000US3340340,3340340,"Lancaster CDP, New Hampshire",924,177,63.5,7.8,924,177,63.5,7.8,53,43,3.6,2.8,485,108,62.0,10.8,485,108,62.0,10.8,476,108,60.9,10.9,591,106,83.8,7.9,57120,24905,(X),(X),266,99,37.7,12.5,11983,3050,(X),(X),108,55,15.3,7.6,20598,11804,(X),(X),21,26,3.0,3.6,7133,2739,(X),(X),75,59,10.6,8.0,1363,1098,(X),(X),23340,8294,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.7,13.2,(X),(X),20.5,19.5,(X),(X),100.0,85.9,(X),(X),8.5,9.8,(X),(X),0.0,24.9,(X),(X),-,**,(X),(X),29.9,26.1,(X),(X),34.1,29.5,(X),(X),100.0,85.9,(X),(X),19.2,20.5,(X),(X),19.2,20.5,(X),(X),17.5,21.6,(X),(X),18.2,8.0,(X),(X),29.7,23.0
1600000US3341300,3341300,"Lebanon city, New Hampshire",7635,491,69.0,3.8,7635,491,69.0,3.8,260,157,2.3,1.4,3514,360,63.3,4.6,3514,360,63.3,4.6,3378,340,60.9,4.7,4799,306,80.4,3.2,72816,5247,(X),(X),1528,245,25.6,3.7,17589,1848,(X),(X),824,172,13.8,2.7,14224,3818,(X),(X),150,74,2.5,1.3,8843,2571,(X),(X),156,84,2.6,1.4,5630,4732,(X),(X),32975,2453,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.1,2.8,(X),(X),8.3,5.2,(X),(X),12.8,12.7,(X),(X),2.0,2.1,(X),(X),2.2,3.6,(X),(X),7.9,13.3,(X),(X),25.4,15.0,(X),(X),38.0,20.7,(X),(X),100.0,54.8,(X),(X),9.2,5.1,(X),(X),8.5,5.0,(X),(X),6.2,5.5,(X),(X),9.5,3.8,(X),(X),8.5,4.6
1600000US3341780,3341780,"Lincoln CDP, New Hampshire",361,121,51.1,10.1,361,121,51.1,10.1,4,7,0.6,1.0,182,72,50.7,11.3,182,72,50.7,11.3,182,72,50.7,11.3,253,70,59.0,11.5,40581,8574,(X),(X),235,56,54.8,11.3,18032,2200,(X),(X),141,47,32.9,10.5,35383,19122,(X),(X),6,7,1.4,1.6,5050,1785,(X),(X),10,11,2.3,2.7,14250,8625,(X),(X),26668,6211,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12.4,10.2,(X),(X),22.2,15.7,(X),(X),-,**,(X),(X),9.0,13.1,(X),(X),0.0,65.4,(X),(X),-,**,(X),(X),23.5,21.1,(X),(X),52.2,37.6,(X),(X),-,**,(X),(X),23.0,17.9,(X),(X),23.0,17.9,(X),(X),27.9,18.1,(X),(X),14.6,7.4,(X),(X),9.9,11.7
1600000US3341940,3341940,"Lisbon CDP, New Hampshire",535,85,66.0,6.7,535,85,66.0,6.7,49,27,6.0,3.3,314,57,67.1,7.9,314,57,67.1,7.9,284,53,60.7,7.9,349,52,84.3,6.2,46245,6794,(X),(X),131,37,31.6,7.8,16538,1820,(X),(X),55,18,13.3,4.2,19722,7629,(X),(X),5,5,1.2,1.1,14640,4480,(X),(X),11,9,2.7,2.2,2855,2171,(X),(X),20872,2477,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.5,7.4,(X),(X),29.2,16.1,(X),(X),15.0,21.1,(X),(X),0.0,16.0,(X),(X),0.0,39.1,(X),(X),0.0,100.0,(X),(X),45.7,20.5,(X),(X),57.1,22.7,(X),(X),18.8,26.5,(X),(X),31.6,21.2,(X),(X),31.6,21.2,(X),(X),35.2,23.1,(X),(X),10.0,3.5,(X),(X),4.6,5.0
1600000US3342500,3342500,"Littleton CDP, New Hampshire",2456,284,69.7,5.3,2447,285,69.5,5.4,195,96,5.5,2.7,1281,171,64.3,6.9,1281,171,64.3,6.9,1182,177,59.4,7.5,1491,179,77.5,5.4,55423,8560,(X),(X),756,147,39.3,7.0,15497,1982,(X),(X),408,143,21.2,6.7,15252,5268,(X),(X),51,42,2.6,2.2,5043,2680,(X),(X),36,35,1.9,1.8,569,400,(X),(X),24562,3444,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),4.8,3.7,(X),(X),9.1,8.1,(X),(X),18.4,27.0,(X),(X),2.6,3.0,(X),(X),3.6,6.4,(X),(X),0.0,59.4,(X),(X),7.2,11.9,(X),(X),9.9,15.4,(X),(X),0.0,41.1,(X),(X),9.0,9.9,(X),(X),9.0,9.9,(X),(X),6.2,7.7,(X),(X),8.8,3.3,(X),(X),12.8,6.4
1600000US3343140,3343140,"Londonderry CDP, New Hampshire",6302,358,74.9,3.1,6302,358,74.9,3.1,509,152,6.1,1.7,2802,237,65.4,4.5,2802,237,65.4,4.5,2605,243,60.8,4.6,3435,171,89.2,2.7,100967,8212,(X),(X),906,148,23.5,3.7,20022,1986,(X),(X),666,126,17.3,3.2,23521,4920,(X),(X),61,46,1.6,1.2,13467,4115,(X),(X),34,39,0.9,1.0,5185,3400,(X),(X),37397,3333,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.8,1.7,(X),(X),2.0,2.3,(X),(X),0.0,20.9,(X),(X),0.5,0.8,(X),(X),0.0,2.3,(X),(X),0.0,20.9,(X),(X),12.5,13.2,(X),(X),12.5,16.2,(X),(X),-,**,(X),(X),2.2,2.4,(X),(X),2.2,2.4,(X),(X),2.4,2.9,(X),(X),2.4,1.2,(X),(X),4.5,3.3
1600000US3343300,3343300,"Loudon CDP, New Hampshire",338,101,64.4,11.4,338,101,64.4,11.4,23,26,4.4,5.0,180,65,66.2,12.1,180,65,66.2,12.1,169,68,62.1,13.7,202,67,75.7,13.1,102969,44350,(X),(X),132,61,49.4,19.4,24414,9582,(X),(X),78,39,29.2,15.1,21603,9161,(X),(X),0,85,0.0,10.6,-,**,(X),(X),0,85,0.0,10.6,-,**,(X),(X),48804,20338,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,15.7,(X),(X),0.0,57.0,(X),(X),0.0,95.0,(X),(X),0.0,19.7,(X),(X),0.0,71.2,(X),(X),-,**,(X),(X),0.0,53.8,(X),(X),0.0,95.0,(X),(X),0.0,95.0,(X),(X),0.0,46.2,(X),(X),0.0,46.2,(X),(X),0.0,63.7,(X),(X),0.0,5.6,(X),(X),0.0,15.1
1600000US3345140,3345140,"Manchester city, New Hampshire",61951,1039,70.3,1.0,61845,1038,70.2,1.0,4619,592,5.2,0.7,28945,707,64.9,1.4,28945,707,64.9,1.4,26906,765,60.3,1.6,36432,678,80.7,1.1,68412,2296,(X),(X),11494,501,25.5,1.1,15585,505,(X),(X),6378,492,14.1,1.1,16680,1240,(X),(X),2301,302,5.1,0.7,8576,806,(X),(X),2177,292,4.8,0.7,3677,589,(X),(X),27467,776,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),10.2,1.4,(X),(X),18.2,2.5,(X),(X),20.3,5.4,(X),(X),3.2,0.8,(X),(X),5.7,1.8,(X),(X),5.3,3.7,(X),(X),30.0,4.4,(X),(X),38.4,5.5,(X),(X),48.9,12.4,(X),(X),22.4,3.3,(X),(X),21.9,3.3,(X),(X),20.6,3.6,(X),(X),11.3,1.0,(X),(X),8.5,1.5
1600000US3345380,3345380,"Marlborough CDP, New Hampshire",651,178,74.4,7.3,651,178,74.4,7.3,8,11,0.9,1.3,324,102,74.0,10.5,324,102,74.0,10.5,316,102,72.1,10.9,352,89,78.9,7.9,55495,5310,(X),(X),126,42,28.3,9.2,18167,2811,(X),(X),105,47,23.5,10.2,16354,6215,(X),(X),2,4,0.4,1.0,-,**,(X),(X),12,13,2.7,2.9,467,241,(X),(X),23294,3089,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.5,2.3,(X),(X),0.0,17.1,(X),(X),0.0,51.2,(X),(X),1.8,2.8,(X),(X),0.0,21.7,(X),(X),0.0,51.2,(X),(X),0.0,60.7,(X),(X),0.0,85.9,(X),(X),-,**,(X),(X),0.0,14.2,(X),(X),0.0,14.2,(X),(X),0.0,18.1,(X),(X),6.9,4.1,(X),(X),9.7,10.5
