GEO.id,GEO.id2,GEO.display-label,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115,HC01_VC128,HC02_VC128,HC03_VC128,HC04_VC128,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC139,HC02_VC139,HC03_VC139,HC04_VC139,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC144,HC02_VC144,HC03_VC144,HC04_VC144,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC152,HC02_VC152,HC03_VC152,HC04_VC152,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC158,HC02_VC158,HC03_VC158,HC04_VC158,HC01_VC159,HC02_VC159,HC03_VC159,HC04_VC159,HC01_VC160,HC02_VC160,HC03_VC160,HC04_VC160,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC170,HC02_VC170,HC03_VC170,HC04_VC170,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173
1600000US3362900,3362900,"Portsmouth city, New Hampshire",13222,425,74.0,1.8,12998,427,72.7,1.8,597,169,3.3,0.9,6259,330,66.7,2.8,6245,327,66.5,2.8,6006,342,64.0,3.0,8236,299,82.4,1.9,82365,4789,(X),(X),2497,233,25.0,2.1,15326,961,(X),(X),1711,234,17.1,2.3,23416,3328,(X),(X),265,99,2.7,1.0,9695,2252,(X),(X),280,122,2.8,1.2,3340,1408,(X),(X),39344,2056,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),5.6,2.3,(X),(X),7.9,4.2,(X),(X),4.8,5.8,(X),(X),2.9,2.0,(X),(X),2.2,3.3,(X),(X),0.0,9.3,(X),(X),17.1,8.4,(X),(X),26.9,13.5,(X),(X),32.7,33.0,(X),(X),8.6,4.5,(X),(X),8.0,4.4,(X),(X),6.7,4.1,(X),(X),9.1,1.8,(X),(X),8.7,4.5
1600000US3363940,3363940,"Raymond CDP, New Hampshire",1849,290,74.9,7.6,1849,290,74.9,7.6,192,110,7.8,4.3,960,204,71.9,8.8,960,204,71.9,8.8,856,178,64.1,8.5,977,160,73.8,8.0,73478,6427,(X),(X),424,123,32.0,9.3,16981,1754,(X),(X),179,84,13.5,5.9,9915,2891,(X),(X),20,19,1.5,1.5,10250,4556,(X),(X),18,23,1.4,1.7,3161,75,(X),(X),29764,3361,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),1.9,2.2,(X),(X),2.7,4.5,(X),(X),0.0,34.9,(X),(X),2.6,3.0,(X),(X),5.8,9.5,(X),(X),0.0,48.9,(X),(X),0.0,19.0,(X),(X),0.0,23.2,(X),(X),0.0,51.2,(X),(X),4.0,7.3,(X),(X),4.0,7.3,(X),(X),5.5,10.0,(X),(X),9.2,4.6,(X),(X),18.6,19.9
1600000US3365140,3365140,"Rochester city, New Hampshire",16747,485,68.6,1.7,16696,482,68.4,1.7,936,248,3.8,1.0,8283,363,63.8,2.3,8246,354,63.5,2.3,7809,369,60.1,2.6,9923,311,80.3,2.1,67145,4990,(X),(X),4002,278,32.4,2.1,16444,810,(X),(X),2372,254,19.2,2.0,17881,1744,(X),(X),632,167,5.1,1.4,9553,1325,(X),(X),651,177,5.3,1.4,3088,1475,(X),(X),27902,1639,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9.0,2.1,(X),(X),18.4,4.7,(X),(X),41.4,12.9,(X),(X),2.0,1.1,(X),(X),2.0,1.7,(X),(X),4.0,6.4,(X),(X),35.3,8.6,(X),(X),53.7,11.1,(X),(X),88.6,10.4,(X),(X),22.7,6.7,(X),(X),21.8,6.8,(X),(X),15.2,6.7,(X),(X),9.1,1.4,(X),(X),5.4,2.6
1600000US3367460,3367460,"Sanbornville CDP, New Hampshire",753,275,83.5,11.2,753,275,83.5,11.2,10,30,1.1,3.6,261,128,66.4,17.3,261,128,66.4,17.3,261,128,66.4,17.3,417,141,85.5,14.4,57479,14494,(X),(X),146,92,29.9,16.7,10029,1577,(X),(X),90,83,18.4,15.7,11810,11441,(X),(X),18,28,3.7,5.8,2639,11,(X),(X),26,53,5.3,10.4,7908,11,(X),(X),27757,5542,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,8.0,(X),(X),0.0,35.6,(X),(X),-,**,(X),(X),0.0,17.7,(X),(X),0.0,40.3,(X),(X),-,**,(X),(X),0.0,37.7,(X),(X),0.0,79.0,(X),(X),-,**,(X),(X),0.0,27.0,(X),(X),0.0,27.0,(X),(X),0.0,27.0,(X),(X),4.5,5.2,(X),(X),0.0,27.5
1600000US3368340,3368340,"Seabrook Beach CDP, New Hampshire",719,215,58.1,10.7,719,215,58.1,10.7,54,53,4.4,3.9,368,111,53.9,10.9,368,111,53.9,10.9,332,99,48.6,13.3,441,118,71.6,11.9,66820,16928,(X),(X),340,135,55.2,15.3,17962,4290,(X),(X),146,85,23.7,11.6,16969,4338,(X),(X),13,20,2.1,3.2,7469,15,(X),(X),45,51,7.3,7.9,629,590,(X),(X),33554,7896,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,7.7,(X),(X),0.0,25.3,(X),(X),0.0,39.1,(X),(X),0.0,11.4,(X),(X),0.0,38.4,(X),(X),0.0,45.1,(X),(X),0.0,28.4,(X),(X),0.0,49.6,(X),(X),-,**,(X),(X),0.0,15.1,(X),(X),0.0,15.1,(X),(X),0.0,23.9,(X),(X),8.3,6.4,(X),(X),3.9,5.8
1600000US3369940,3369940,"Somersworth city, New Hampshire",6518,383,69.0,3.1,6492,386,68.7,3.2,408,195,4.3,2.0,3110,284,62.4,4.6,3110,284,62.4,4.6,2871,259,57.6,4.3,3728,225,78.7,3.4,64402,4821,(X),(X),1476,201,31.1,3.9,13814,1472,(X),(X),830,153,17.5,3.2,18158,3470,(X),(X),276,122,5.8,2.5,7988,2778,(X),(X),379,127,8.0,2.7,3290,1149,(X),(X),25037,1724,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8.8,4.2,(X),(X),11.7,5.7,(X),(X),24.6,16.4,(X),(X),3.3,3.3,(X),(X),1.7,2.4,(X),(X),5.1,7.3,(X),(X),23.4,12.9,(X),(X),42.3,23.0,(X),(X),61.5,47.1,(X),(X),10.2,4.8,(X),(X),9.7,4.9,(X),(X),4.2,2.8,(X),(X),11.7,2.9,(X),(X),10.0,6.3
1600000US3371220,3371220,"South Hooksett CDP, New Hampshire",2979,256,70.0,4.3,2979,256,70.0,4.3,82,55,1.9,1.3,1365,201,63.3,6.6,1365,201,63.3,6.6,1334,196,61.9,6.5,1342,127,83.5,3.9,106445,17268,(X),(X),381,76,23.7,4.5,21164,2470,(X),(X),265,73,16.5,4.5,18772,6334,(X),(X),19,30,1.2,1.9,8084,7,(X),(X),22,27,1.4,1.7,1800,1697,(X),(X),31294,4633,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.8,1.5,(X),(X),1.5,2.8,(X),(X),0.0,18.0,(X),(X),0.9,1.7,(X),(X),1.6,3.1,(X),(X),0.0,18.0,(X),(X),0.0,20.9,(X),(X),0.0,40.3,(X),(X),-,**,(X),(X),2.5,4.5,(X),(X),2.5,4.5,(X),(X),2.2,4.2,(X),(X),1.3,1.5,(X),(X),0.2,0.4
1600000US3374780,3374780,"Suissevale CDP, New Hampshire",36,40,37.5,31.6,36,40,37.5,31.6,0,85,0.0,26.3,11,18,30.6,43.8,11,18,30.6,43.8,11,18,30.6,43.8,26,28,42.6,40.8,73977,24959,(X),(X),14,18,23.0,33.8,31257,17657,(X),(X),8,13,13.1,23.6,13200,22,(X),(X),0,85,0.0,36.3,-,**,(X),(X),0,85,0.0,36.3,-,**,(X),(X),26001,14108,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,48.9,(X),(X),0.0,55.9,(X),(X),-,**,(X),(X),0.0,65.4,(X),(X),0.0,85.9,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),0.0,55.9,(X),(X),0.0,55.9,(X),(X),0.0,55.9,(X),(X),39.6,33.2,(X),(X),0.0,60.7
1600000US3375140,3375140,"Suncook CDP, New Hampshire",2846,341,68.5,4.8,2846,341,68.5,4.8,187,122,4.5,2.9,1601,217,67.5,6.7,1601,217,67.5,6.7,1495,230,63.0,8.0,1855,212,80.1,5.9,58413,5564,(X),(X),619,114,26.7,4.6,18786,2396,(X),(X),444,129,19.2,5.4,9471,3108,(X),(X),37,34,1.6,1.4,12235,5787,(X),(X),86,58,3.7,2.5,833,443,(X),(X),24643,2199,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),7.8,7.5,(X),(X),13.6,12.8,(X),(X),51.8,32.9,(X),(X),1.8,2.7,(X),(X),4.4,6.6,(X),(X),0.0,37.4,(X),(X),21.8,22.7,(X),(X),24.3,25.3,(X),(X),91.7,17.2,(X),(X),8.6,8.1,(X),(X),8.6,8.1,(X),(X),1.4,2.2,(X),(X),10.0,4.6,(X),(X),5.1,5.6
1600000US3377100,3377100,"Tilton Northfield CDP, New Hampshire",1944,255,63.8,5.2,1944,255,63.8,5.2,146,72,4.8,2.3,967,168,63.9,7.6,967,168,63.9,7.6,927,163,61.2,7.3,1126,125,84.5,5.0,62864,8547,(X),(X),368,86,27.6,6.2,12683,1443,(X),(X),209,71,15.7,5.3,6780,2803,(X),(X),45,33,3.4,2.4,6320,2841,(X),(X),54,48,4.1,3.5,4317,3993,(X),(X),22607,2964,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9.9,7.5,(X),(X),21.2,17.5,(X),(X),31.0,33.7,(X),(X),9.6,9.8,(X),(X),22.7,23.5,(X),(X),24.3,39.2,(X),(X),13.6,13.6,(X),(X),29.0,33.8,(X),(X),100.0,95.0,(X),(X),26.7,22.2,(X),(X),26.7,22.2,(X),(X),24.6,22.8,(X),(X),18.9,6.5,(X),(X),30.5,14.8
1600000US3377300,3377300,"Troy CDP, New Hampshire",834,136,76.9,6.1,834,136,76.9,6.1,77,59,7.1,5.4,440,89,79.7,6.9,440,89,79.7,6.9,425,91,77.0,7.7,504,84,91.8,3.9,64562,10622,(X),(X),120,40,21.9,7.0,15093,2061,(X),(X),53,29,9.7,5.4,10074,4431,(X),(X),26,30,4.7,5.7,5315,1810,(X),(X),27,22,4.9,4.0,2422,840,(X),(X),24665,3977,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),7.5,7.1,(X),(X),12.0,12.2,(X),(X),0.0,45.1,(X),(X),8.0,8.8,(X),(X),14.3,17.2,(X),(X),0.0,60.7,(X),(X),6.7,11.2,(X),(X),8.6,15.1,(X),(X),0.0,100.0,(X),(X),14.6,12.3,(X),(X),14.6,12.3,(X),(X),13.1,12.2,(X),(X),10.5,7.4,(X),(X),7.8,8.9
1600000US3377780,3377780,"Union CDP, New Hampshire",176,93,66.2,29.3,176,93,66.2,29.3,0,85,0.0,10.7,71,53,58.7,40.4,71,53,58.7,40.4,71,53,58.7,40.4,110,55,87.3,20.3,40377,16167,(X),(X),30,33,23.8,25.1,27587,10631,(X),(X),24,33,19.0,26.8,23788,8228,(X),(X),0,85,0.0,21.0,-,**,(X),(X),0,85,0.0,21.0,-,**,(X),(X),18402,4635,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,32.3,(X),(X),0.0,37.0,(X),(X),0.0,52.0,(X),(X),0.0,32.3,(X),(X),0.0,37.0,(X),(X),0.0,52.0,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),0.0,26.8,(X),(X),0.0,26.8,(X),(X),0.0,41.6,(X),(X),7.8,12.6,(X),(X),0.0,36.3
1600000US3378340,3378340,"Walpole CDP, New Hampshire",313,142,72.6,17.8,313,142,72.6,17.8,32,35,7.4,8.7,124,74,61.1,24.6,124,74,61.1,24.6,115,74,56.7,24.2,176,77,71.3,19.6,62381,15762,(X),(X),59,47,23.9,18.4,16310,6481,(X),(X),20,24,8.1,9.4,4115,1240,(X),(X),21,24,8.5,10.5,8819,1326,(X),(X),21,33,8.5,13.0,800,5,(X),(X),23338,5068,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,20.6,(X),(X),0.0,25.7,(X),(X),-,**,(X),(X),0.0,21.6,(X),(X),0.0,27.2,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),-,**,(X),(X),3.5,7.0,(X),(X),0.0,16.5,(X),(X),0.0,21.0,(X),(X),8.0,8.7,(X),(X),27.6,36.6
1600000US3378500,3378500,"Warner CDP, New Hampshire",192,69,45.7,14.9,192,69,45.7,14.9,13,20,3.1,4.8,108,44,44.8,16.4,108,44,44.8,16.4,95,37,39.4,14.7,100,32,46.7,14.0,91307,26058,(X),(X),119,46,55.6,13.6,20248,3703,(X),(X),50,44,23.4,17.9,15140,9564,(X),(X),7,11,3.3,5.2,-,**,(X),(X),8,12,3.7,5.7,1275,19,(X),(X),28381,5837,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,17.3,(X),(X),0.0,48.9,(X),(X),-,**,(X),(X),0.0,18.1,(X),(X),0.0,55.9,(X),(X),-,**,(X),(X),0.0,100.0,(X),(X),0.0,100.0,(X),(X),-,**,(X),(X),0.0,41.1,(X),(X),0.0,41.1,(X),(X),0.0,44.5,(X),(X),4.3,4.6,(X),(X),0.0,15.6
1600000US3383620,3383620,"West Stewartstown CDP, New Hampshire",177,64,55.1,11.0,177,64,55.1,11.0,20,13,6.2,4.2,103,37,61.7,14.7,103,37,61.7,14.7,96,38,57.5,14.7,120,36,77.9,11.2,29410,7547,(X),(X),69,29,44.8,16.3,21735,3178,(X),(X),10,10,6.5,6.0,33520,39203,(X),(X),9,14,5.8,8.7,6233,12,(X),(X),6,9,3.9,5.8,317,29,(X),(X),14315,3196,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),2.7,4.1,(X),(X),7.5,11.1,(X),(X),-,**,(X),(X),3.4,5.0,(X),(X),11.1,16.1,(X),(X),-,**,(X),(X),0.0,76.1,(X),(X),0.0,100.0,(X),(X),-,**,(X),(X),2.9,5.5,(X),(X),2.9,5.5,(X),(X),3.1,5.8,(X),(X),7.1,5.6,(X),(X),4.8,9.3
1600000US3383700,3383700,"West Swanzey CDP, New Hampshire",699,269,72.1,14.5,699,269,72.1,14.5,59,46,6.1,4.6,427,175,71.2,14.0,427,175,71.2,14.0,395,165,65.8,14.7,451,151,74.5,12.4,48723,14426,(X),(X),216,92,35.7,14.4,17640,3997,(X),(X),98,86,16.2,13.5,13231,3473,(X),(X),15,25,2.5,4.0,10340,15,(X),(X),0,85,0.0,4.8,-,**,(X),(X),27372,4709,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),2.1,4.3,(X),(X),9.0,19.7,(X),(X),0.0,73.6,(X),(X),0.0,14.6,(X),(X),0.0,47.5,(X),(X),0.0,73.6,(X),(X),14.0,31.9,(X),(X),19.4,44.6,(X),(X),-,**,(X),(X),7.6,14.3,(X),(X),7.6,14.3,(X),(X),9.0,18.5,(X),(X),5.5,6.3,(X),(X),16.6,20.2
1600000US3384340,3384340,"Whitefield CDP, New Hampshire",532,94,63.6,7.0,532,94,63.6,7.0,91,51,10.9,5.9,269,63,60.7,9.9,269,63,60.7,9.9,222,45,50.1,9.3,305,54,68.1,7.4,47562,6345,(X),(X),178,45,39.7,9.0,12298,1487,(X),(X),52,24,11.6,5.3,10977,5913,(X),(X),8,9,1.8,2.0,9738,2101,(X),(X),10,13,2.2,2.9,310,157,(X),(X),18846,1950,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8.3,6.5,(X),(X),15.4,12.7,(X),(X),0.0,100.0,(X),(X),2.6,3.5,(X),(X),7.0,9.8,(X),(X),0.0,100.0,(X),(X),23.6,20.6,(X),(X),26.9,26.0,(X),(X),-,**,(X),(X),21.0,16.7,(X),(X),21.0,16.7,(X),(X),20.3,17.6,(X),(X),14.6,6.2,(X),(X),30.8,17.9
1600000US3385140,3385140,"Wilton CDP, New Hampshire",545,140,63.2,7.7,545,140,63.2,7.7,60,55,7.0,6.3,269,95,61.3,12.6,269,95,61.3,12.6,256,97,58.3,13.5,304,79,71.0,11.7,60367,8837,(X),(X),164,66,38.3,13.4,18101,3154,(X),(X),83,46,19.4,10.5,24728,9163,(X),(X),0,85,0.0,6.8,-,**,(X),(X),26,42,6.1,9.6,18046,6,(X),(X),23185,4355,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,11.0,(X),(X),0.0,21.1,(X),(X),-,**,(X),(X),0.0,12.6,(X),(X),0.0,23.2,(X),(X),-,**,(X),(X),0.0,82.3,(X),(X),-,**,(X),(X),-,**,(X),(X),0.0,10.9,(X),(X),0.0,10.9,(X),(X),0.0,13.3,(X),(X),2.7,2.9,(X),(X),0.0,13.6
1600000US3385460,3385460,"Winchester CDP, New Hampshire",969,224,65.8,7.2,969,224,65.8,7.2,177,120,12.0,7.4,460,131,68.2,9.6,460,131,68.2,9.6,370,107,54.9,9.3,644,122,85.2,7.0,46060,8161,(X),(X),222,73,29.4,8.8,16117,2312,(X),(X),147,68,19.4,9.3,10723,4262,(X),(X),66,43,8.7,5.5,10727,3550,(X),(X),82,69,10.8,9.0,5727,2580,(X),(X),20791,3995,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,11.2,(X),(X),54.3,19.6,(X),(X),0.0,53.8,(X),(X),21.0,14.7,(X),(X),40.5,28.8,(X),(X),0.0,65.4,(X),(X),47.1,39.3,(X),(X),90.9,18.4,(X),(X),-,**,(X),(X),69.2,17.0,(X),(X),69.2,17.0,(X),(X),65.5,20.7,(X),(X),25.0,7.7,(X),(X),2.6,2.4
1600000US3386340,3386340,"Wolfeboro CDP, New Hampshire",1228,357,54.4,11.6,1228,357,54.4,11.6,111,103,4.9,4.5,730,210,54.2,11.5,730,210,54.2,11.5,713,205,52.9,11.3,801,197,65.8,10.9,53479,15527,(X),(X),461,138,37.8,10.8,20950,3138,(X),(X),394,123,32.3,10.1,25875,5770,(X),(X),11,22,0.9,1.7,5500,2,(X),(X),0,85,0.0,2.4,-,**,(X),(X),29630,6974,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8.5,12.0,(X),(X),26.3,33.0,(X),(X),100.0,39.9,(X),(X),0.0,5.6,(X),(X),0.0,21.1,(X),(X),-,**,(X),(X),63.8,54.7,(X),(X),73.9,51.5,(X),(X),100.0,39.9,(X),(X),17.4,24.7,(X),(X),17.4,24.7,(X),(X),0.0,12.1,(X),(X),12.9,8.5,(X),(X),3.7,4.3
1600000US3387140,3387140,"Woodsville CDP, New Hampshire",580,125,51.2,8.4,580,125,51.2,8.4,68,51,6.0,4.3,349,86,56.7,16.5,349,86,56.7,16.5,312,86,50.7,16.4,411,83,82.4,7.9,37355,10616,(X),(X),161,85,32.3,16.4,12736,5672,(X),(X),114,73,22.8,14.1,9182,3565,(X),(X),117,76,23.4,14.5,14412,3722,(X),(X),3,9,0.6,1.9,2433,69,(X),(X),14744,2621,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.7,12.6,(X),(X),36.9,30.5,(X),(X),48.6,51.4,(X),(X),8.6,8.3,(X),(X),21.8,22.1,(X),(X),0.0,65.4,(X),(X),51.1,43.0,(X),(X),60.0,46.8,(X),(X),100.0,67.2,(X),(X),44.4,30.6,(X),(X),44.4,30.6,(X),(X),46.1,30.8,(X),(X),16.6,9.3,(X),(X),5.9,11.0
